Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
667955757,1,2019-1,Australia,"To all who comes to this happy place, welcome. Well Walts vision has been lost along the way over the past few years as this is my third and final trip to Disneyland. I have never experienced so many rude and obnoxious staff throughout the park as we did this time. If the staff are that unhappy with their jobs or pay then step aside and give a job to someone who wants to work. Disney has just turned into a massive cash cow who can't handle the large crowds but keep jamming people into the park until it becomes uncomfortable. We were fully aware of the large crowds of the Christmas period but disneyland promoted activities for you to enjoy and when we arrived at these events people were being moved along by staff, saying that you cannot stand there.Disney have made WiFi available in the park aswell and this just leads to people not watching where they are going because all people are doing is looking at phones instead of watching where they are walking.Do yourself a favor and go to Knotts Berry Farm, its a lot cheaper and not as crowded.",Disneyland_California
667949122,5,2019-3,United States,"The original is the best, and taking my kids gave me the chance to feel what my parents did 30  years ago when they took me. The park does everything right, from the decor, to the facilities, to the staff.Pay extra for the MaxPass feature with photos. It's excellent, allowing you to get Fast Passes on your phone, and get the staff to take your picture for you.The rides ate great, and so are the shows. Can't say enough good things.",Disneyland_California
667858131,5,2019-4,Canada,Had a fun couple of days :) FastPass was so worth it! The park is not as big as I expected and you could pretty much see do everything in two days. The dance party at night (9:30pm   with the fireworks) was actually so much fun and as an adult I wasn't expecting it haha.,Disneyland_California
667857090,5,2018-5,United States,"Get on your comfy clothes and shoes, have cash, sunscreen, sunglasses and be prepared to wait sometimes. Relax and give in to the experience and have a fantastic time.",Disneyland_California
667491422,5,2019-4,United States,"This was our first trip to Disneyland. We live on the East Coast and I have been to Disney World many times (like 30 ). I actually found some things at Disneyland to be nicer. Likewise some things I prefer at Disney World. I wouldn   t say one is nicer than the other, just different. Even the same corresponding rides are different at each park. For example, I found the Haunted Mansion and It   s a Small World to be nicer here and Splash Mountain better at Disney World. I love that they have a parking deck at Disneyland. It   s only been there since 2001 or so because where California Adventure is now is what used to be part of their parking lot. I think it looks very nice that the sidewalks are brick as a pass to the pink colored concrete of Disney World. The brick looks more aesthetically pleasing. Cinderella   s castle at Magic Kingdom Florida is prettier though I think it looks very nice that the sidewalks are brick as opposed to the pink colored concrete of Disney World. The brick looks more aesthetically pleasing. Cinderella   s castle at Magic Kingdom in Florida is prettier than Sleeping Beauty   s though. I really love this park and will be back!",Disneyland_California
667490475,5,2019-4,United States,"EXPENSIVE!    Value    for your money...PRICELESS! That   s RIGHT Mouseketeer   s...Disneyland Resorts ARE the HAPPIEST places on earth! Period, end of story...love it or leave it! Year after year we make at LEAST one trek to this place in Anaheim, CA to revel in our own Epicureanism! And it   s worth every penny. Parking at this point is $25 per day (preferred parking is more). Tickets start at $140 per day (at the ticket booth). If your good with that, then GO and once you   re in the Park...LET GO, RELAX, and FORGET ALL YOUR WORRIES! The Rides, the Atmosphere, the Food, the Cleanliness, the incredible sculpted Plantings and all those FABULOUS Disney Team Members will take your breath away! The BEST part...just BEING there...the worst part, LEAVING! It can be crowded, so do your due diligence on line before hand. We have NEVER had the experience where we were disappointed due to the amount of people in attendance. Blackout days WILL BE CROWDED...that   s why they are    Blackout days   ! Be sure to stay long enough to enjoy the evening FIREWORKS (SPECTACULAR and EVERY night)! Planning 6 months to a year in advance is your best bet. As soon as we leave and get home from a wonderful Disneyland Vaca, we are planning the next visit. This week, in this Reviewer   s opinion, Disneyland has earned this    highly recommend    5 Points review!",Disneyland_California
667376527,5,2019-4,United States,I found I liked Disneyland better than Disney World. It is not so overwhelming. Sweet could have easily spent more time just soaking it in. Every detail has been attended to as well as it is sooo clean!,Disneyland_California
667084672,4,2019-4,Australia,"This iconic theme park has a lot to offer and it is worthwhile doing some homework before committing to a visit. Check favourable times in terms of potential overcrowding, research deals to take advantage of dynamic pricing and install and master the fast pass app. Also, as far as possible, check on any maintenance scheduled for landmark attractions and rides.",Disneyland_California
667081128,5,2019-4,United States,"I took my four year old son to Disneyland two weeks ago and the glow still hasn't worn off. It was legitimately the greatest day of his life. Both as a kid and as a parent watching a kid, going to Disneyland is one of the best parts of living on Earth. Absolute bucket list item for everyone on the planet. So special.",Disneyland_California
666821668,5,2019-4,United States,Best trip ever! It all started at the Grand California with one of the best customer service moves ever. I recently broke my leg and was expecting on renting a wheelchair. I ran into on of my old friends who worked at valet. After catching up for about a half hour I politely asked if they had wheelchairs so I didn   t have to walk to the whole way to the park. In a blink of an eye he went back to the back room and pulled one out for me. I had a fully automatic wheelchair for the park. Disney   s cast and crew were extremely accommodating in regards to the chair. Saved the trip!,Disneyland_California
666819537,5,2019-4,United States,Traveled to Disneyland with my sister and niece!! We all have been to Disney World several times. Was surprised how close in proximity the parks were in land as apposed to world!! Everything was magical!!,Disneyland_California
666801789,5,2019-3,Australia,Loved loved loved. Not my first visit to a Disney park but it was absolutely great. Wait times were a little high as it was in the beginning spring break but def worth it. Food is a little expensive so if you want make sure you fill up on a massive breakfast to sustain you though the day. Unfortunately the castle was under refurbishment or something as it was all covered up which was sad but hey Disney is Disney : ) ,Disneyland_California
666796062,5,2018-8,Australia,"A little expensive in some areas but a great variety. Food vendors everywhere, no shortage.  The park was a magical place, loved every moment, ride, show.  Fantastic!  Love Fantasia!  Would love to go back!  Great experience, had a 3 day pass and needed it!",Disneyland_California
666790455,5,2019-3,United States,Long lines   2 1 2 hrs for one ride was a little much for active kiddos.  But the ride was great once we got on it..,Disneyland_California
666722948,5,2019-4,United States,I can never get enough of Disneyland it never disappoints. Always clean and workers are great! We will be back,Disneyland_California
666665841,5,2019-4,United States,"We spent two days at Disneyland. We had a MaxPass (totally worth it), which was awesome so we were able to do every ride   some two or three times. We loved every minute of it. The classic rides are still so fun and remarkable to think of when they were created. The newer ones are super fun and thrilling. We all had different favorites   Space Mountain, Star Tours, Autopia, Jungle Cruise, Big Thunder, Haunted Mansion, Splash Mountain. The employees are incredibly helpful and kind. The park is super clean. And Fantasmic is just jaw dropping   you have to go see it.",Disneyland_California
666536505,5,2019-4,United States,"We went with our family and had a great time, although the grandparents needed a nap one day. The Disney app is excellent for wait times on favorite rides and it can be a little crowded on weekends. The cast members and staff are so accommodating. Happiest place ever!",Disneyland_California
666534210,5,2019-4,Australia,"Our 4 day park hopper pass with Maxipass allowed us to experience every ride at least twice and avoid the long queue of up to 2 hours on some rides. It is definitely the happiest place on Earth. All the staff were pleasant and helpful, the grounds were clean and vent kids I long lines were happy and patient. I would recommend the Maxipass to make full use of your time in the park. ",Disneyland_California
666498247,4,2019-4,United States,"I just went back for the first time in 18 years. DLR is showing its age but it is still fun. There is a lot of work being done around the park which takes away a little of the atmosphere. More than a couple of the rides stopped mid ride. The frequent interruption is off putting. It was very busy but that was to be expected. Most lines moved fairly well. Definitely take advantage of the single rider lines at DLR and DCA. If you don't mind your party being split up a little, it is a huge time saver. I was able to ride Matterhorn, Space Mountain and Indiana Jones many times with little wait.",Disneyland_California
666486707,5,2019-2,United States,"In spite of the rain, we had a wonderful time. It really is the happy place! Bring your own rain gear and save some money. We enjoyed a mid afternoon lunch as we waited for and then watched the Main Street parade. The light show was spectacular and well worth staying for although it was a bit too loud for my ears and so I had to turn down my hearing aids. Be sure to use very good and comfortable walking shoes that are also water resistant.",Disneyland_California
666370471,5,2019-4,United States,"We went with two young boys. We used a double stroller. (Ours is the Citi Mini GT Double). We had a great trip and enjoyed a very different trip from when we would go before kids. Parades, the Disneyland Band, Buzz Lightyear Astro Blasters and Autopia were huge hits for the kids. Small World and Pirates kept them very entertained as well. ",Disneyland_California
666230995,5,2019-3,Guam,"Enjoyed all the rides, and having the MaxPass is a must, and very worth it.  Enjoyed the rides and the fireworks and parades.  It's a Small World is still timeless.",Disneyland_California
666230333,5,2019-4,Bangladesh,I wish I can go there.  This is awesome place for real happiness.  You must go there minimum once in your entire life.,Disneyland_California
665989449,5,2019-4,United States,Had a blast        we spent the whole day there..   Excited to bring my grandkids here soon  Lots of characters out taking pictures,Disneyland_California
665976788,5,2018-5,United Kingdom,"My family and I really enjoyed our time at this park, we especially enjoyed the meet and greets, the rides and the food and restaurants. We also liked the parades and fireworks. Would highly recommend.",Disneyland_California
665938110,5,2018-11,United States,"It   s a busy time of year to go, but the Christmas decorations were beautiful which brought you into the spirit of Christmas. The rides were fun too.",Disneyland_California
665929975,5,2019-4,United States,"After several visits to Disney World in Florida, my daughter requested to visit Disneyland this year. None of us have ever been. We absolutely loved this park! If you do not have a lot of time to spend at the park than I cannot stress enough how worth it the maxpass is. We paid $45 for the day and we had done all the rides with fastpass by midday which left us enough time to do the rest of the rides by early evening. We found this park to be kept very clean and the rides were great. I liked the classic rides that are not in Florida. Most of the rides that are the same as Florida are not the same. Space Mountain, Small World, Pirates, are all better at Disneyland, in my opinion. The monorail is better too. The employees here were fine but definitely not as  Disney  as they are in Florida. I don't really care about that, but I definitely noticed it. They don't seem that interested in talking to guests, most of them were chatting with other employees and not paying attention to guests and that would never happen in Florida. Also, the food options are better on Florida in my opinion. I do like the fastpass system here better, although you have to pay, it is worth it! overall we had a great time and we will be back!",Disneyland_California
670721950,5,2019-3,United Arab Emirates,"We've been to Disneyland Hongkong and Tokyo, so far this one is the best. We're looking forward to visit the biggest one in Orlando. 1 day is not enough, it is recommended to stay in Disney Hotel   Resort so you can enjoy the fast track.. save huge amount of time.. if you're not staying there, plan and strategize your visit by getting all the fast track passes from kiosk nearby the attraction; then come back when it's time for your ride. The projection and fireworks show are out of this world!!",Disneyland_Paris
670686565,4,2018-6,United Kingdom,"I went to Disneyland Paris in April 2018 on Easter weekend, I know it says June 2018 but I can't choose a date before then, and I loved it, me and my mum went and as I have autism we managed to get a disability pass for both parks. Disney are excellent with disability access and cater to all types of disabilities, both visible (wheelchair users, etc.) and invisible (autism, etc.), we managed to get on a lot of rides because with the pass you don't queue in the normal queue but the entrance for disabilities. I can only fault one thing when I went we met Spider man and had photos taken but you have to pay for the photos and they are very expensive, even to just pay for one photo. The food wasn't spectacular but it was edible and nice, there is a variety of food outlets so there was plenty of choice. I would loved to go again in Halloween or Christmas but if not I would just love to go again.",Disneyland_Paris
670606796,5,2019-4,United Kingdom,"What a fantastic place, the queues were decent as this is the best time of year to go apparently, we managed to see almost everything, I was a bit disappointed the Haunted Mansion wasn   t open but it can   t be helped! The fireworks were amazing and the parade was so entertaining!A definite must for all Disney lovers!",Disneyland_Paris
670586937,4,2019-4,Australia,"We didn't realise it was school holidays when we went, so consequently it was extremely busy with ride wait times of up to 95 minutes or more, which was disappointing. We only went on 2 rides (Indiana Jones & the Temple of Doom which was fast & furious fun & Pirates of the Caribbean which was amazing!) & enjoyed them both. We also liked walking through Aladdin's Enchanted Passage. The different 'worlds' are colourful, well done & heaven for kids & adults alike. We ate at Silver Spur (in Frontier Land) after a loooong wait to get a table even though it wasn't busy inside (?) & food was decidedly average despite the high cost. Pretty much every little building was full of expensive merchandise. Enjoyed our day but would have preferred to go when less busy so we could go on more rides & battle less crowds!",Disneyland_Paris
670535589,5,missing,France,A Trip to Disney makes you all warm and fuzzy and an actual kid again. It's not as big as the US one but makes a fun filled happy day out. We went on the rides possible and they were incredible. By the end of the day you are exhausted but nothing a good coffee won't solve to get you till the fireworks show starts. It's magical and so enchanting it takes you back to being a kid watching your favorite Disney movies in those few minutes. Be cautious though if you doing a day trip the last train is at 12pm so you literally run for your life in order to get pass the crowds and get into the train to avoid being left behind. This was the highlight of my eurotrip. ,Disneyland_Paris
670400930,5,2019-4,United Kingdom,"Such a magical experience. I recommend making us of the free Fast Track facilities to save you from queuing and wasting time. You can scan your ticket at a ride and get a fast pass time slot to come back, that way you can go and enjoy the rest of your day instead of waiting in a line. Parades and fireworks are a must watch. ",Disneyland_Paris
670289145,5,missing,United Kingdom,"My boyfriend took me here for my birthday this year and god he's done a great job! I had a blast here. I enjoyed all the rides, most of which we managed to get a fast pass to avoid the queue through our package. I enjoyed the musical production which was probably my favourite part of the visit. I also managed a photo with sleeping beauty and became her prince for a short moment! It is a great place to visit if you want to let the child inside you out for a few days. The restaurants in Disney Paris are also highlights   I strongly recommend the captain Jack and also the seafood restaurant at the hotel. I will write a separate review for it. Be a child, go to Disney Paris! ",Disneyland_Paris
670260744,5,2019-4,United Kingdom,"Everything here is just amazing. Take your own lunch to save time and money. Would definitely recommend purchasing a fast track ticket and using your entry tickets for free fast track too. Best 10 minutes was meeting Darts Vader. Excellent experience. 4d cinema good fun too. Rides are so exciting. So many you'd need a few days there to do them all. Great for all the family. The 10pm fireworks show extravaganza is an absolute must. Get there around 90 mins before for the best view. Handy popcorn stall in the area to keep you all awake! Best ride in big thunder mountain. I did do starwars hyperspace mountain but it made me feel sick for 4 hours afterwards. Our 8 year old absolutely loved it though. Between 9pm and 10pm the queues for the rides in discovery land were under 20 mins. Did startours (3d simulator) twice in a row. Expect to pay alot for food and snacks and merchandise, however the veggie burger was the best ever one I've had, so looked forward to that on our second day. Can't wait until we go away. Always believe in the Disney magic x",Disneyland_Paris
670216406,2,2019-4,Greece,"We booked tickets on line for Disneyland, this is something I recommend, the lines were already long when we got there, so booking your tickets in advance does help.I was advised to buy a fast passes, but i decided not to, because it was not clear to me on the website if this also counted as an entrance ticket, meaning; a total price of 90 euro with entrancevinstead or 74 or 68 or an extra 90 euro's, depending on age of child.But even if we would have, the lines were long there as well, and also, what kind of system is this? People that do not have that much to spend will be held back, because people with money obviously can skip the lines...absolutely ridiculous.Getting something to eat was horrible, again lines everywhere...just to eat someting right...And don't get me started on the staff, trying to figure out the amount of 3 icecreams with a small casio computer, and not being able to, or very rude staff. Only 2 ladies were friendly, have to be honest. All in all, very disappointing, long waiting lines, not being able to sit somewhere like a human being, and bad service.Our kids were so disappointed that they wanted to leave.We even heard people saying: 'Never again'.Absolutely not worth the money.",Disneyland_Paris
670007864,4,2019-4,United Kingdom,"The park is as I expected just brilliant, so exciting for the kids and it is very magical.But they seem to allow easy to many people in, 2 hour queue for some of the rides and queuing before a queue had opened to watch a show. Would I go again of course it   s Disney but try and keep out of school holiday time if possible ",Disneyland_Paris
669948652,5,2019-4,Netherlands,"Not the same as Disney in the states, none of the usual foods but none the less still fun.  We had a great time.",Disneyland_Paris
669940585,4,2019-4,Portugal,"On the second time in Disney the experience was almost great. The only thing, the Space Mountain ha a problem in the first morning and was closed the rest of the day and next day.",Disneyland_Paris
669869964,5,2019-4,Malta,This is a place everyone deserves to go at least once in his life time . Here as you enter you forget all ages as rides and attractions brings you back to childhood. There are rides for every type of person and all sort of adventure . Restaurants and toilets cover all corners of the park and are well maintained .ThanksFamily TantiMalta ,Disneyland_Paris
669742051,4,missing,United States,Rule  1 do not expect the warmth of Disneyland Orlando or Disneyland California. It will be cold and windy and maybe rainy. Dress in multiple layers.Rule 2 replace churros with crepes .Ratatouille ride is amazing. It is an Imaginaires creation that is amazing.Perfect execution of bringing the movie into a ride and then walking into the Shey Remy caf   and smelling all the good French food.Hyperspace mountain is the funnest ride there. I loved how they finally brought Star Wars into a ride. It was amazing and not a long wait..We got the fast pass for one ride each and worked very nicely and also on your ticket you have three fast passes that can work on other rides. So I think that is the best option. It wasn   t super crowded that day but it was good to get out of the cold. We thought both parks were a lot of fun both were clean. Right now though there is a lot of renovation in Hollywood studios park so not a lot of rides there.I really do like the layout of the park and the castle was beautiful. It didn   t have the magic of Disneyland in America but it   s still a good resort.,Disneyland_Paris
669707947,5,2019-4,Ireland,3rd time hereIt gets betterPlenty to do for allShopping Meet the Character'sRoller coasters and finish off with the fireworks display at 10 beside the castleSpace Mountain and Rockin roller coaster highly recomended or if you have the nerve tower of terror,Disneyland_Paris
669618354,5,2019-4,Saudi Arabia,"I had been there twice with my  grandson, I will never give up as my grandsons will never ! good to visit in winter as the weather is cold and can have a lot of fun",Disneyland_Paris
669422346,3,2019-3,United States,"After multiple visits to the original Disneyland in the states, we were so excited to make a trip to her sister park outside of Paris. The park itself is stunning, with gorgeous details and a castle that took our breath away (we kept pausing to admire it as we walked by!). We also loved the dragon in the dungeons  that's a must see for sure.The parks were clean and not too crowded, but they definitely lacked the personality and  Disney magic  of the American park. Cast members were subdued and not very interactive, the parade (Pirates and Princesses) wasn't up to par with the ones we've seen stateside, and the dining options were few and *very* crowded.The secondary park, Walt Disney Studios, was difficult to navigate and really didn't have much we were interested in seeing. We rode Tower of Terror and the Ratatouille ride and went back to Disneyland proper.All in all, it was nice to have had the chance to visit, but neither of us really wants to go back.",Disneyland_Paris
669337300,1,2019-4,Greece,Why they selling fastpass tickets without have buy before the entrance tickets???  Any answer ???  Shame on you!!!   We came here from Greece until the entrance!!!  Avoid this place!!!                                                                                                                ,Disneyland_Paris
669215538,5,missing,United Kingdom,"We have had a fab 2days here, totally action packed with lots to do and see.Expect to do a lot of walking each day, we done over 23000 steps each day and are aching all over.The parade at half 5 is awesome so is the firework display each night.The rides are.fun and majority of the staff are good especially  Benjamin  on the big thunder ride.The ride broke down after over two hours of queuing and we got told to leave, not allowed to wait.I complained to one guy who said we shouldnt of left, I told him we were told too along with all the others waiting, he said he didn't believe me as we wouldnt be told to leave. I went and spoke to Benjamin who was great in dealing with the situation.In general had a fantastic time and a great hotel Cheyenne",Disneyland_Paris
669211134,4,2019-4,Australia,"We weren   t intending on going to Disneyland Paris as we had traveled to Disney World in Orlando a few years prior & knew how crowded it would be. But after finding Paris to be highly over rated & dirty & not wanting to drag our young girls through the hordes of people around the Effiel Tour & on and off the boats on the Seine we decided it would nice to get out of the city for the day.It turned out to be brilliant. The girls had a ball. And it was no where near a busy as Disney World.The only thing I recommend is   GET TO YOUR BUS EARLY ON DEPARTURE We were there with plenty of time, however we witnessed a couple of families get left behind & this would be the fast thing you would want after spending a full day at a theme park! ",Disneyland_Paris
669200771,5,missing,United Kingdom,This was my first trip to Disneyland Paris and it was absolutely fantastic! The staff were extremely helpful! The park was but this was to be expected with the time I visited. I would highly recommend this park! The character parade and end of day show are literally incredible!! ,Disneyland_Paris
669121201,2,2019-4,Switzerland,"We went to Disneyland Paris during the Easter break with family members who had come over from the States. As we had all experience Disneyland in Anaheim and Disneyworld in Orlando, perhaps our expectations were just too high. First off, the moving sidewalks from the parking lot to the park entrance were broken. Not a great first impression. Furthermore, there was a lot of gardening work ongoing when we arrived. Isn't Disney supposed to be magic, with everything looking in top shape and perfect? The security line moved, but was the first bottleneck. The second major bottleneck was to actually enter the park. As we had bought tickets online, we thought we would be able to enter the park fairly easily. However, there was pretty much mass chaos at the ticket check point, with many people jumping the queue and others just standing around. We eventually made it through and made our way to Fantasyland.We managed to ride a few rides, but when it came time to get on the Teacups, they had closed the ride. Not for the day, but for about 45 minutes to disperse the line. This caused many people just to loiter around the entrance, waiting for the ride to open again. Not great. We did manage to eat lunch  early  enough that we didn't have to wait a long time. However, the food that we got was not what we ordered. None of us had the wherewithal to go back and try to fix the order. so we just ate what we got. When it came time for ice cream, it took about 45 minutes just to get to the front of the line, and then another 10 minutes to process the order. This was because the staff at the counter were poorly trained, and only one person knew how to use the register, and others seemed like trainees. There were plenty of other foodcarts around the park that were empty. Not enough staff at the park to operate these. There were also plenty of rides (like Autopia and Dumbo) that were closed for renovation. Disneyland Paris does not carry the iconic felt mouse ears. We definitely won't be going back, and I can't recommend Disneyland Paris to anyone who is looking for a true Disney experience.",Disneyland_Paris
668690238,5,2019-3,Bosnia and Herzegovina,"Trust me, you don't want to miss this. Your inner child will be forever grateful. The park is just magical and huge. There is so much to do and even more to see. You have a lot of rides, beautiful shops, cafes, everything you could want and more. From my trip to Paris, this has definitely been my favorite part. We went on a Monday, so we didn't have to wait in lines for too long, so if you can I recommend visiting on a working day.",Disneyland_Paris
668481494,5,2019-4,United States,"As season pass holders to Disneyland in California, we love and know Disney well. But we definitely underestimated how huge this park is. You need a few dedicated days to do it right, and check the holiday schedule in Europe before going to make sure you don   t overlap with everyone else going too. That being said, we are definitely planning to come back again and spend more time. It   s beautiful and clean and a fabulous Disney experience!",Disneyland_Paris
668381069,5,2018-12,Israel,"we have traveled during December. the day was a bit rainy, so it was less crowded. and we went dining before the big lines.the sad thing was that some attractions were closed   either renovation of weather, thus some lines were too long.overall, it was great.we went there by train, very efficient",Disneyland_Paris
668333305,4,2019-4,United Kingdom,Lovely day at Disney Great experience lots to see my son he is 6 years old had enjoyed himself and had a lot of fun just should be more organised at the entrance not enough of customer service to help and give you enough information,Disneyland_Paris
668269058,5,2019-4,United Kingdom,"First time at Disneyland Paris and had the most magical time. Loved that there were bigger rides for thrill seekers. Wait times not always accurate which was annoying as you lined up for a 20 minute wait and 45 minutes later still waiting, some rides refused to change wait times. However, there was no monitoring of people cutting the line which added to the wait time. Staff were so wonderful and patient after I hurt my foot which meant it took me longer to get on and off rides. Staff were helpful when rides broke down and provided answers instead of    I don   t know    or    I can   t tell you   . Staff spoke good English and were very kind and helpful. Food was expensive so we took sandwiches the second day we went. Lines for food were residentially long with only one or two people serving. Unfortunately some of our food was cold but the line was too long to take it back so we ate it anyway. Brought a meal deal which included an ice cream however the only option was a nut one which I couldn   t eat with no other option. The fire works were amazing. We were able to sit right in front of the castle which meant we had an amazing view. Can   t wait to visit again.",Disneyland_Paris
668207242,1,2019-4,United Kingdom,"Its a shame this park carry the name Disney... They build the place years back and they are now just collecting cash without any effort, it does not compare in anything with the American parks which are truly amazing. The whole park now is designed to get money from their guests on every step without offering any services. The staff are truly miserable and seems like they hate their job. In the whole park there were no characters walking around at all so a kid can take a picture. There were 3 characters who a kid could meet in the whole park but you had to wait forever just to take a picture. Many rides where closed and the wait time for anything was 60 minutes or more, who in the world can make a a kid stand still in a waiting line for 60 Minutes or more? Avoid at all costs especially if you have young children. PS. Parking is    30 to park 30 minutes walk from the entrance after spending    75 person for your ticket...just ridiculous ",Disneyland_Paris
668175833,5,2018-5,United States,"We had the privilege of visiting Disneyland Paris in August 2014. We've had the opportunity to visit all of the Disney parks in the US, as well as in Tokyo, so when we were in Paris with our kids, it was a must see. So much fun... and easy to do in one day.",Disneyland_Paris
668155066,3,2019-4,United States,"I visited Disney in Florida so i knew what to expect   characters meet and greets, overpriced merchandise and treats every corner. Since it was Easter and we are on holiday we decided to take our 8 year old for the day. I figured with it being Easter maybe they would have an egg hunt or some fun Easter things   WRONG. It was business as usual. We arrived at 10 am and 30 minutes later she rode the carousal. We waited 90 minutes for a roller coaster, 45 minutes to get sandwiches for lunch, 60 minutes for another ride. It was crowded, disorganized (don't bother shelling out more money for fastpass) and even my 8 year old said it didn't have the enthusiasm of Florida. I would like to say the workers were very kind but the guests were aggressive. As a parent i would expect better behavior   after all it is a family theme park. 7 hours   3 rides. Not worth the price.",Disneyland_Paris
668146454,5,2019-4,United Kingdom,"This was just a gorgeous day for us and our 9yr old. We stayed in the centre of Paris and took the RER train (red A line) return tickets for the 3 of us was 38euros. It is the last stop on the line and you exit from the station in front of the entrance. You just can   t stop smiling once you enter   felt like being on a film set. We arrived when it opened 10am and headed straight for the ride we didn   t want to miss out on. There was still a queue but moved quickly. Like other reviews have said you have to queue, minimum 60mins or more for each ride so prioritise the ones you want to do. We didn   t do Walt Disney Studios as we didn   t think we   d have time and we were right. The parade at 5.30 is not to be missed but get your place at the front at least 30mins early as it gets very busy. The ending (10pm) is spectacular, a wow factor. Take lots of snacks, a pack lunch, there are water fountains available. Just be aware some restaurants close by 5.30 6pm. It was a fab day even though it involved a lot of queuing for rides, meet and greets, food, toilets etc. We plan to return soon!",Disneyland_Paris
668132233,5,2019-4,Spain,It was amazing excellent exciting family tour in which we find our children excited happy enjoying from entering Disney land till leaving it all we enjoyed are the smiles and joy on our children   s faces,Disneyland_Paris
668123744,2,2019-4,United Kingdom,"I know Disneyland is a money machine but hadn   t realised how much service and enjoyment had been sacrificed to achieve this aim. We visited with our 2 grandchildren and entered the park just after the gates opened. Even then it was manic, probably too many people for the park to cope with.The story was Q,Q and Q. The worst was Peter Pan, the board outside said a 100 minute wait but this became an actual 127 minutes! The reason for this is Fast Pass. As a day visitor you are a third class customer. The pecking order starts with those who are on special deals in the resort hotels, then comes those who have paid even more money for Fast Pass. These people are able to queue jump leaving you to watch as they go to the front of the line. The Q situation extended to the catering facilities, even a coffee took 42 minutes. The guy was morose, monosyllabic and unhelpful. There were a number of these    solo    food stations around the site and all seemed to have the same issues. Having visited Disney in California a few years back and loved the experience, Paris was an awful, poor value experience and will not be repeated.",Disneyland_Paris
668106854,5,2019-4,United Kingdom,Amazing and magical place to go for kids and adults. Lots of fun with chances to see characters throughout the park and lots of rides for all ages. The shops have lots to attract kids and to buy things you can   t get elsewhere.,Disneyland_Paris
668036416,3,2019-4,United Kingdom,"My advice is to get there early, we arrived at 10am and didn   t get into the park until 11.45am. It cost    30 to park the car and we were so far back it was a long walk, you then have to queue at security and the entrance so by the time I got in I felt stressed. However another    45 later we leave the first shop with mickey ears and a Star Wars hat. The park was packed, far too busy and the queues were horrendous it didn   t help that a lot was closed for refurbishment.That being said the look on my daughters face when she saw the princesses on parade was priceless. She was on my husbands shoulders so he missed it as we the crowds to see the parade were bordering on dangerous. We didn   t feel we scratched the surface as the queues were so bad so I don   t feel the cost was worth it. Saying that we   d go again but try and find a quieter time, my tip take lots of money, drinks and food. It even took 30 minutes to buy an ice cream and a coffee.",Disneyland_Paris
668015808,4,2019-2,Australia,"A fantastic way to spend one day (if you are wanting a quick Disney fix) or a week (if you are an avid Disney fan). This is one of two parks within the Disneyland Paris hub and most definitely is the best of the two. The park was clean, the staff were mostly friendly and it was well laid out. The theming was fantastic everywhere but I thought it was particularly good in Frontierland (I believe better than the other Disney parks). Another distinctive characteristic of this park is the extensive amount of hidden gems that you can find scattered throughout. Whether that be the Dragon under the castle, the underground caves in Adventureland or the hidden above ground walk as you enter Frontierland they are must visit places throughout the park (particularly when it is busy). You also cannot miss the extensive attractions on offer, most notably the Rock n Roller Coaster, Hyperspace Mountain, Tower or Terror amongst many more. The only draw back...no one smokes in the designated smoking zones. It is unfortunate this isn   t more heavily enforced.",Disneyland_Paris
667919300,4,2019-4,United Kingdom,"This is definitely a must do, it   s a lot bigger than you imagine so comfy shoes are a must, there is so much to do and see, really enjoyed the Parade where all the characters came to life, the Aerosmith ride was just fantastic. Que times are something that need to be looked at as waiting 2 hours with children isn   t ideal this was for a train type ride, A lot of the staff also do not understand English well, I qued in line for an ice cream to eat whilst watching the parade, I qued up for an hour and when it was my turn I realised the reason it took so long was because the staff couldn   t understand what British customers were requesting very well.I would definitely return but would go during term time when it   s not so busy to avoid long ques .",Disneyland_Paris
667884316,3,2019-4,United Kingdom,"This was very disappointing on this visit, three times in last four years. A number of the attraction s being closed and queues being very large for some of the rides. There appeared to be. A shortage of staff in many of the catering operations which caused more chaos. In all this was the most disappointing visit we have had as a family and would give us cause for concern re visiting again next yeah.",Disneyland_Paris
667866575,2,2019-4,United States,"Having visited the Disney parks in both FL and CA in the states I have certain expectations of the Disney brand and parks and this park fell extremely short. From the initial unorganized entrance to the park to the lack of cast members available, it was a let down. Lots of areas in the park were under renovation while we were there, and there was nothing to make up for it. We were there the Monday before Easter and the crowds were terrible. And let   s add to the fact that visitors to this park will cut you in line and skip through the lines and not blink an eye, super annoying. They do this for all lines. We waited in line for Big Thunder mountain for 40 min only to be abruptly told to get out of line. Apparently the ride broke and that was it. No further explanation, no sorry, nothing. The very few cast members we encountered were unfriendly, unhelpful, and did not have any    Disney    magic. We love Disney and have been visiting the parks annually for the past 11 years. We would never go back to this park. ",Disneyland_Paris
667859347,2,2019-4,Denmark,"Visited the Park today   20 4   and can conclude that they simply let too many people in. Already at opening, queues at the attractions where 1 hour plus. At midday   the so called fast track was at 4 hours plus waiting time. And the food? Ofcourse also here endless queues and the menu still consists of pre made sad deep fried varieties of unhealthy fast food. Coffee? Don   t. They only offer a poor variety of freeze dried machine coffee. ",Disneyland_Paris
